iPhasePC GPS状态 GPS模式 GPS有效性 GPS经度 GPS纬度 GPS高度 GPS东速 GPS北速 GPS天速
  66947 01 60 5a 116.603148 40.141694 34.08 -0.0126 -0.0061 0.0081
  66987 01 60 5a 116.603148 40.141694 34.08 0.0248 0.0192 0.0228
  67027 01 60 5a 116.603148 40.141694 34.08 0.0021 0.0310 0.0228
  67068 01 60 5a 116.603148 40.141694 34.07 0.0067 -0.0051 -0.0252
  67108 01 60 5a 116.603148 40.141694 34.07 -0.0083 0.0222 -0.0007
  67148 01 60 5a 116.603148 40.141694 34.07 0.0048 0.0068 0.0241
  67187 01 60 5a 116.603148 40.141694 34.04 -0.0093 -0.0189 -0.0099
  67228 01 60 5a 116.603148 40.141694 34.04 0.0013 0.0507 0.0987
  67267 01 60 5a 116.603148 40.141694 34.00 -0.0031 -0.0052 0.0095
  67308 01 60 5a 116.603148 40.141694 34.01 0.0125 0.0205 0.0489
  67348 01 60 5a 116.603148 40.141694 34.01 -0.0118 -0.0235 -0.0082
  67388 01 60 5a 116.603148 40.141694 34.02 0.0084 0.0001 0.0512
  67427 01 60 5a 116.603148 40.141694 34.01 -0.0148 -0.0002 0.0168
  67467 01 60 5a 116.603148 40.141694 34.01 -0.0032 0.0039 -0.0169
  67507 01 60 5a 116.603148 40.141694 34.01 -0.0081 -0.0252 -0.0334
  67548 01 60 5a 116.603148 40.141694 34.01 0.0038 -0.0269 0.0044
  67587 01 60 5a 116.603148 40.141694 34.01 0.0090 -0.0113 -0.0070
  67628 01 60 5a 116.603148 40.141694 34.00 0.0017 -0.0236 0.0125
  67668 01 60 5a 116.603148 40.141694 34.00 0.0094 0.0023 -0.0077
  67707 01 60 5a 116.603148 40.141694 34.00 0.0022 -0.0109 0.0084
  67747 01 60 5a 116.603148 40.141694 33.99 0.0055 0.0274 -0.0049
  67788 01 60 5a 116.603148 40.141694 33.99 0.0025 0.0079 0.0296
  67827 01 60 5a 116.603147 40.141694 33.98 -0.0003 0.0100 -0.0165
  67868 01 60 5a 116.603147 40.141694 33.97 0.0137 0.0076 0.0159
  67908 01 60 5a 116.603147 40.141693 33.97 -0.0074 -0.0034 0.0058
  67947 01 60 5a 116.603147 40.141694 34.10 0.0013 0.0218 0.0226
  67987 01 60 5a 116.603147 40.141694 34.00 0.0105 -0.0134 -0.0308
  68027 01 60 5a 116.603147 40.141693 33.97 -0.0071 0.0053 -0.0130
  68067 01 60 5a 116.603147 40.141693 33.98 0.0055 -0.0054 -0.0390
  68108 01 60 5a 116.603147 40.141693 33.99 -0.0110 -0.0180 0.0047
  68147 01 60 5a 116.603147 40.141693 33.99 -0.0060 0.0055 0.0313
  68187 01 60 5a 116.603147 40.141693 33.98 0.0042 -0.0159 -0.0276
  68228 01 60 5a 116.603147 40.141693 33.97 0.0029 0.0177 0.0046
  68267 01 60 5a 116.603147 40.141693 33.96 0.0010 0.0212 0.0124
  68308 01 60 5a 116.603147 40.141693 33.96 -0.0044 0.0157 0.0051
  68348 01 60 5a 116.603147 40.141693 33.95 -0.0113 -0.0029 -0.0129
  68387 01 60 5a 116.603147 40.141693 33.95 0.0096 -0.0043 0.0095
  68427 01 60 5a 116.603147 40.141693 33.94 -0.0050 -0.0048 0.0150
  68467 01 60 5a 116.603147 40.141693 33.94 -0.0171 -0.0194 -0.0032
  68507 01 60 5a 116.603147 40.141693 33.93 -0.0014 0.0026 -0.0114
  68548 01 60 5a 116.603147 40.141693 33.93 0.0000 0.0002 0.0074
  68587 01 60 5a 116.603147 40.141693 33.92 0.0042 -0.0054 -0.0053
  68627 01 60 5a 116.603147 40.141693 33.91 0.0010 -0.0018 -0.0407
  68668 01 60 5a 116.603147 40.141693 33.91 -0.0103 -0.0082 0.0288
  68707 01 60 5a 116.603147 40.141693 33.91 0.0035 0.0017 -0.0138
  68747 01 60 5a 116.603147 40.141693 33.90 0.0015 -0.0099 -0.0034
  68788 01 60 5a 116.603147 40.141693 33.90 0.0053 0.0090 0.0252
  68827 01 60 5a 116.603147 40.141693 33.90 -0.0138 -0.0159 0.0085
  68868 01 60 5a 116.603147 40.141693 33.90 0.0098 0.0093 0.0297
  68907 01 60 5a 116.603147 40.141693 33.89 0.0015 0.0212 0.0064
  68947 01 60 5a 116.603147 40.141693 33.88 -0.0129 -0.0347 -0.0206
  68988 01 60 5a 116.603147 40.141693 33.88 -0.0092 -0.0110 -0.0020
  69027 01 60 5a 116.603147 40.141693 33.88 0.0028 0.0078 0.0131
  69067 01 60 5a 116.603147 40.141693 33.88 -0.0048 -0.0194 0.0262
  69107 01 60 5a 116.603147 40.141693 33.87 -0.0129 -0.0286 -0.0054
  69147 01 60 5a 116.603147 40.141693 33.87 0.0096 0.0143 0.0084
  69187 01 60 5a 116.603147 40.141692 33.87 0.0003 -0.0211 0.0042
  69228 01 60 5a 116.603147 40.141692 33.87 -0.0092 -0.0008 -0.0085
  69267 01 60 5a 116.603147 40.141692 33.87 0.0136 0.0353 0.0053
  69308 01 60 5a 116.603147 40.141692 33.87 0.0024 -0.0359 -0.0062
  69347 01 60 5a 116.603147 40.141692 33.87 -0.0007 -0.0159 0.0027
  69387 01 60 5a 116.603147 40.141692 33.87 -0.0055 -0.0109 -0.0052
  69428 01 60 5a 116.603147 40.141692 33.87 -0.0194 -0.0031 0.0152
  69467 01 60 5a 116.603147 40.141692 33.87 0.0162 0.0230 0.0362
  69507 01 60 5a 116.603147 40.141692 33.86 -0.0029 0.0000 -0.0093
  69547 01 60 5a 116.603147 40.141692 33.86 0.0008 0.0085 -0.0362
  69587 01 60 5a 116.603147 40.141692 33.87 -0.0117 -0.0222 -0.0153
  69627 01 60 5a 116.603147 40.141692 33.87 -0.0193 -0.0304 0.0061
  69668 01 60 5a 116.603147 40.141692 33.87 -0.0071 -0.0054 0.0013
  69707 01 60 5a 116.603147 40.141692 33.88 -0.0062 0.0101 0.0190
  69748 01 60 5a 116.603147 40.141692 33.87 0.0006 -0.0030 -0.0388
  69787 01 60 5a 116.603147 40.141692 33.88 0.0050 -0.0240 0.0054
  69827 01 60 5a 116.603147 40.141692 33.88 -0.0043 -0.0358 0.0086
  69868 01 60 5a 116.603147 40.141692 33.88 -0.0006 0.0235 -0.0125
  69907 01 60 5a 116.603147 40.141692 33.89 0.0025 0.0062 0.0012
  69947 01 60 5a 116.603147 40.141692 33.90 0.0036 0.0082 0.0276
  69988 01 60 5a 116.603147 40.141692 33.90 -0.0202 -0.0167 0.0184
  70027 01 60 5a 116.603147 40.141692 33.90 -0.0124 0.0070 -0.0113
  70067 01 60 5a 116.603147 40.141692 33.91 0.0053 0.0066 0.0253
  70107 01 60 5a 116.603147 40.141692 33.90 0.0100 0.0130 0.0092
  70147 01 60 5a 116.603147 40.141692 33.90 0.0023 -0.0041 0.0059
  70187 01 60 5a 116.603147 40.141692 33.90 -0.0028 0.0033 0.0190
  70228 01 60 5a 116.603147 40.141692 33.90 -0.0030 -0.0172 -0.0010
  70267 01 60 5a 116.603147 40.141692 33.90 0.0161 0.0216 0.0165
  70308 01 60 5a 116.603147 40.141692 33.90 0.0084 0.0059 0.0159
  70347 01 60 5a 116.603147 40.141692 33.89 0.0147 0.0244 -0.0047
  70387 01 60 5a 116.603147 40.141692 33.89 -0.0019 -0.0050 -0.0067
  70427 01 60 5a 116.603147 40.141692 33.89 0.0022 -0.0053 0.0180
  70467 01 60 5a 116.603147 40.141692 33.89 -0.0107 0.0051 0.0120
  70507 01 60 5a 116.603147 40.141692 33.89 0.0013 0.0033 -0.0035
  70548 01 60 5a 116.603147 40.141692 33.89 -0.0103 -0.0279 -0.0160
  70587 01 60 5a 116.603147 40.141692 33.89 0.0043 0.0118 -0.0189
  70628 01 60 5a 116.603147 40.141692 33.89 -0.0014 -0.0172 -0.0357
  70667 01 60 5a 116.603147 40.141692 33.89 -0.0084 0.0038 -0.0020
  70707 01 60 5a 116.603147 40.141692 33.89 -0.0087 -0.0120 -0.0077
  70747 01 60 5a 116.603147 40.141692 33.89 -0.0084 -0.0246 0.0366
  70787 01 60 5a 116.603147 40.141692 33.88 -0.0135 -0.0212 -0.0041
  70827 01 60 5a 116.603147 40.141692 33.88 -0.0203 -0.0362 0.0094
  70868 01 60 5a 116.603147 40.141692 33.88 0.0000 0.0228 0.0283
  70907 01 60 5a 116.603147 40.141692 33.87 -0.0002 -0.0035 0.0279
  70947 01 60 5a 116.603146 40.141692 33.87 0.0056 0.0057 0.0396
  70987 01 60 5a 116.603146 40.141692 33.86 0.0048 -0.0004 -0.0092
  71027 01 60 5a 116.603146 40.141692 33.86 -0.0095 -0.0120 -0.0178
  71067 01 60 5a 116.603146 40.141692 33.86 -0.0055 0.0050 0.0060
  71108 01 60 5a 116.603146 40.141692 33.86 0.0017 0.0177 -0.0023
  71147 01 60 5a 116.603146 40.141692 33.85 -0.0028 -0.0354 0.0044
  71188 01 60 5a 116.603146 40.141692 33.85 0.0055 0.0204 -0.0055
  71227 01 60 5a 116.603146 40.141692 33.85 0.0011 0.0031 -0.0182
  71267 01 60 5a 116.603146 40.141692 33.85 0.0000 0.0110 -0.0168
  71307 01 60 5a 116.603146 40.141692 33.85 -0.0134 -0.0171 0.0152
  71347 01 60 5a 116.603146 40.141691 33.84 0.0003 -0.0014 0.0381
  71387 01 60 5a 116.603146 40.141691 33.83 -0.0006 0.0018 0.0048
  71428 01 60 5a 116.603146 40.141691 33.83 -0.0063 -0.0062 0.0000
  71467 01 60 5a 116.603146 40.141691 33.83 -0.0080 -0.0054 0.0209
  71507 01 60 5a 116.603146 40.141691 33.83 -0.0169 -0.0110 0.0095
  71547 01 60 5a 116.603146 40.141691 33.82 0.0035 0.0258 -0.0099
  71587 01 60 5a 116.603146 40.141691 33.82 0.0036 0.0051 0.0114
  71627 01 60 5a 116.603146 40.141691 33.81 0.0148 0.0138 -0.0027
  71667 01 60 5a 116.603146 40.141691 33.78 0.0152 0.0326 0.0175
  71707 01 60 5a 116.603146 40.141691 33.78 0.0065 0.0199 0.0237
  71748 01 60 5a 116.603146 40.141691 33.80 -0.0013 0.0030 0.0111
  71787 01 60 5a 116.603146 40.141691 33.79 -0.0028 -0.0193 -0.0099
  71827 01 60 5a 116.603146 40.141691 33.79 -0.0098 -0.0006 -0.0085
  71867 01 60 5a 116.603146 40.141691 33.81 -0.0156 0.0036 0.0094
  71907 01 60 5a 116.603146 40.141691 33.81 0.0007 0.0050 -0.0138
  71947 01 60 5a 116.603146 40.141691 33.80 0.0062 0.0228 0.0305
  71988 01 60 5a 116.603146 40.141691 33.80 -0.0171 -0.0168 0.0083
  72027 01 60 5a 116.603146 40.141691 33.80 0.0016 0.0029 0.0040
  72067 01 60 5a 116.603146 40.141691 33.80 -0.0016 0.0079 0.0307
  72107 01 60 5a 116.603146 40.141691 33.79 -0.0103 -0.0211 0.0041
  72147 01 60 5a 116.603146 40.141691 33.79 0.0000 -0.0051 0.0034
  72187 01 60 5a 116.603146 40.141691 33.79 -0.0071 -0.0070 0.0188
  72227 01 60 5a 116.603146 40.141691 33.78 0.0037 -0.0319 -0.0145
  72267 01 60 5a 116.603146 40.141691 33.78 0.0137 0.0278 0.0011
  72308 01 60 5a 116.603146 40.141691 33.77 0.0027 -0.0035 -0.0146
  72347 01 60 5a 116.603146 40.141691 33.77 0.0056 0.0138 0.0221
  72387 01 60 5a 116.603146 40.141691 33.77 0.0098 0.0253 0.0317
  72427 01 60 5a 116.603146 40.141691 33.76 -0.0007 0.0036 0.0301
  72467 01 60 5a 116.603146 40.141691 33.75 0.0009 -0.0053 -0.0416
  72507 01 60 5a 116.603146 40.141691 33.75 -0.0106 -0.0258 -0.0339
  72548 01 60 5a 116.603146 40.141691 33.75 -0.0089 -0.0156 0.0035
  72587 01 60 5a 116.603146 40.141691 33.75 -0.0016 0.0206 0.0343
  72628 01 60 5a 116.603146 40.141691 33.74 0.0158 0.0244 -0.0172
  72667 01 60 5a 116.603146 40.141691 33.74 0.0035 0.0035 0.0154
  72707 01 60 5a 116.603146 40.141691 33.74 -0.0075 -0.0018 0.0263
  72747 01 60 5a 116.603146 40.141691 33.74 0.0039 0.0183 0.0087
  72787 01 60 5a 116.603146 40.141691 33.74 0.0070 0.0169 -0.0008
  72827 01 60 5a 116.603146 40.141691 33.74 0.0085 0.0028 0.0107
  72868 01 60 5a 116.603146 40.141691 33.74 0.0030 0.0066 0.0213
  72907 01 60 5a 116.603146 40.141691 33.74 -0.0254 -0.0276 0.0350
  72948 01 60 5a 116.603146 40.141691 33.74 -0.0161 -0.0142 0.0110
  72987 01 60 5a 116.603146 40.141691 33.74 -0.0053 -0.0260 0.0363
  73027 01 60 5a 116.603145 40.141691 33.73 -0.0148 -0.0252 -0.0387
  73067 01 60 5a 116.603146 40.141691 33.74 0.0031 0.0086 0.0100
  73107 01 60 5a 116.603146 40.141691 33.73 0.0046 -0.0042 -0.0021
  73147 01 60 5a 116.603145 40.141691 33.74 -0.0013 0.0053 0.0608
  73188 01 60 5a 116.603145 40.141691 33.74 -0.0122 0.0053 0.0561
  73227 01 60 5a 116.603145 40.141691 33.73 -0.0574 0.0242 -0.0127
  73267 01 60 5a 116.603145 40.141691 33.73 -0.1080 0.0034 0.0018
  73307 01 60 5a 116.603145 40.141691 33.73 -0.1358 0.0466 0.0435
  73347 01 60 5a 116.603144 40.141691 33.73 -0.2152 0.0399 0.0077
  73387 01 60 5a 116.603144 40.141691 33.74 -0.3680 0.0501 -0.0071
  73428 01 60 5a 116.603143 40.141691 33.74 -0.5811 0.0836 0.0144
  73467 01 60 5a 116.603141 40.141692 33.70 -0.7483 0.1455 -0.0069
  73507 01 60 5a 116.603139 40.141692 33.70 -0.9152 0.1857 -0.0285
  73547 01 60 5a 116.603137 40.141692 33.71 -1.0807 0.2379 0.0174
  73587 01 60 5a 116.603134 40.141693 33.76 -1.2623 0.2499 0.0654
  73628 01 60 5a 116.603131 40.141693 33.73 -1.4575 0.2828 0.0081
  73667 01 60 5a 116.603127 40.141694 33.74 -1.6321 0.2982 0.0165
  73707 01 60 5a 116.603124 40.141694 33.69 -1.7706 0.3679 0.0303
  73747 01 60 5a 116.603119 40.141695 33.69 -2.0089 0.3708 -0.0315
  73787 01 60 5a 116.603114 40.141696 33.70 -2.2335 0.3924 0.0320
  73827 01 60 5a 116.603109 40.141696 33.70 -2.4129 0.3667 -0.0362
  73868 01 60 5a 116.603103 40.141697 33.69 -2.6254 0.3851 -0.0783
  73907 01 60 5a 116.603097 40.141698 33.74 -2.7652 0.4313 -0.0014
  73947 01 60 5a 116.603090 40.141699 33.75 -2.9395 0.4982 0.0350
  73987 01 60 5a 116.603083 40.141700 33.74 -3.1067 0.5168 -0.0103
  74027 01 60 5a 116.603075 40.141701 33.80 -3.2459 0.5114 -0.0395
  74067 01 60 5a 116.603068 40.141702 33.81 -3.3736 0.5808 -0.0218
  74107 01 60 5a 116.603060 40.141703 33.82 -3.5645 0.5401 -0.0078
  74147 01 60 5a 116.603051 40.141704 33.79 -3.6693 0.5664 -0.0136
  74187 01 60 5a 116.603042 40.141705 33.81 -3.7871 0.6325 0.0206
  74227 01 60 5a 116.603033 40.141706 33.81 -3.8981 0.6785 0.0565
  74267 01 60 5a 116.603024 40.141707 33.81 -4.0047 0.6905 0.0611
  74308 01 60 5a 116.603015 40.141709 33.81 -4.1167 0.6545 0.0032
  74347 01 60 5a 116.603005 40.141710 33.81 -4.2243 0.6865 0.0100
  74387 01 60 5a 116.602995 40.141711 33.83 -4.3130 0.7025 0.0576
  74427 01 60 5a 116.602985 40.141712 33.84 -4.4274 0.6695 0.1017
  74467 01 60 5a 116.602974 40.141714 33.87 -4.4558 0.6978 0.0769
  74507 01 60 5a 116.602963 40.141715 33.89 -4.6304 0.6672 0.0443
  74547 01 60 5a 116.602953 40.141716 33.90 -4.6807 0.6561 -0.0016
  74587 01 60 5a 116.602941 40.141718 33.97 -4.8061 0.6638 0.1419
  74627 01 60 5a 116.602930 40.141719 33.98 -4.8420 0.6834 0.0276
  74667 01 60 5a 116.602919 40.141720 33.90 -4.8962 0.6497 -0.0400
  74707 01 60 5a 116.602907 40.141721 33.93 -4.9740 0.6517 0.0708
  74747 01 60 5a 116.602895 40.141722 33.94 -5.0712 0.6737 0.1730
  74787 01 60 5a 116.602884 40.141723 33.90 -5.1270 0.5820 0.0238
  74827 01 60 5a 116.602872 40.141724 33.91 -5.1618 0.5458 0.0817
  74868 01 60 5a 116.602859 40.141725 33.91 -5.1866 0.5733 0.0178
  74907 01 60 5a 116.602847 40.141727 34.02 -5.2692 0.5486 0.0131
  74947 01 60 5a 116.602835 40.141728 34.03 -5.3333 0.5620 0.0387
  74987 01 60 5a 116.602822 40.141729 34.04 -5.3609 0.5361 0.0167
  75027 01 60 5a 116.602810 40.141730 34.05 -5.4309 0.5255 0.0361
  75067 01 60 5a 116.602797 40.141731 34.06 -5.5650 0.4962 -0.0024
  75107 01 60 5a 116.602783 40.141731 33.99 -5.7165 0.4930 0.0675
  75147 01 60 5a 116.602770 40.141732 34.00 -5.8343 0.4614 0.0280
  75187 01 60 5a 116.602756 40.141733 34.00 -5.9039 0.4595 -0.0154
  75227 01 60 5a 116.602742 40.141734 34.01 -6.0505 0.4460 0.0443
  75267 01 60 5a 116.602728 40.141734 34.02 -6.1552 0.4133 0.0381
  75308 01 60 5a 116.602713 40.141735 34.02 -6.2539 0.3976 0.0245
  75347 01 60 5a 116.602699 40.141736 34.15 -6.3246 0.3958 0.0512
  75388 01 60 5a 116.602684 40.141737 34.16 -6.3699 0.3946 0.0302
  75427 01 60 5a 116.602669 40.141738 34.17 -6.4694 0.3462 0.0612
  75467 01 60 5a 116.602653 40.141738 34.17 -6.5361 0.3461 0.0106
  75507 01 60 5a 116.602638 40.141739 34.19 -6.5868 0.4181 0.0513
  75547 01 60 5a 116.602623 40.141740 34.07 -6.6075 0.5133 0.0620
  75587 01 60 5a 116.602607 40.141741 34.08 -6.5964 0.5185 0.0325
  75627 01 60 5a 116.602592 40.141742 34.09 -6.5979 0.5837 0.0539
  75667 01 60 5a 116.602576 40.141742 33.93 -6.5945 0.5989 0.0558
  75707 01 60 5a 116.602561 40.141743 33.94 -6.6085 0.6447 0.0703
  75748 01 60 5a 116.602545 40.141745 33.95 -6.6129 0.6204 -0.0301
  75787 01 60 5a 116.602530 40.141747 34.24 -6.6407 0.6370 0.0035
  75827 01 60 5a 116.602514 40.141748 34.25 -6.6272 0.6359 -0.0086
  75867 01 60 5a 116.602498 40.141748 34.13 -6.6496 0.6491 0.0426
  75907 01 60 5a 116.602483 40.141750 34.14 -6.7061 0.6105 0.0199
  75947 01 60 5a 116.602467 40.141751 34.15 -6.7932 0.5878 0.0369
  75987 01 60 5a 116.602451 40.141752 34.28 -6.8566 0.6085 0.0235
  76027 01 60 5a 116.602435 40.141753 34.28 -6.9587 0.6226 0.0455
  76067 01 60 5a 116.602418 40.141754 34.29 -7.0919 0.6587 0.0244
  76107 01 60 5a 116.602402 40.141755 34.18 -7.1572 0.6094 0.0474
  76147 01 60 5a 116.602385 40.141756 34.17 -7.2455 0.6262 -0.0297
  76187 01 60 5a 116.602368 40.141757 34.18 -7.3573 0.6013 0.0081
  76227 01 60 5a 116.602350 40.141758 34.18 -7.4727 0.6471 -0.0114
  76267 01 60 5a 116.602333 40.141760 34.18 -7.5152 0.6608 0.0044
  76307 01 60 5a 116.602315 40.141761 34.18 -7.5865 0.7028 -0.0566
  76347 01 60 5a 116.602297 40.141762 34.18 -7.6744 0.6839 0.0236
  76387 01 60 5a 116.602279 40.141763 34.18 -7.8646 0.6556 0.0140
  76427 01 60 5a 116.602260 40.141765 34.18 -7.9649 0.6757 0.0144
  76467 01 60 5a 116.602241 40.141766 34.17 -8.0838 0.7326 -0.0261
  76507 01 60 5a 116.602222 40.141767 34.18 -8.3564 0.7421 0.0679
  76547 01 60 5a 116.602202 40.141769 34.18 -8.5873 0.7226 -0.0008
  76587 01 60 5a 116.602182 40.141770 34.18 -8.7938 0.7719 -0.0268
  76627 01 60 5a 116.602161 40.141771 34.18 -8.9820 0.7657 0.0282
  76667 01 60 5a 116.602140 40.141773 34.15 -9.2097 0.7669 0.0358
  76707 01 60 5a 116.602118 40.141774 34.14 -9.4281 0.7313 -0.0322
  76747 01 60 5a 116.602096 40.141776 34.14 -9.5762 0.7998 -0.0144
  76787 01 60 5a 116.602073 40.141777 34.15 -9.8002 0.7691 0.0482
  76827 01 60 5a 116.602050 40.141779 34.15 -10.0069 0.8075 0.0164
  76867 01 60 5a 116.602026 40.141780 34.27 -10.1746 0.8021 0.0312
  76907 01 60 5a 116.602002 40.141782 34.27 -10.3163 0.7940 0.0140
  76947 01 60 5a 116.601978 40.141783 34.27 -10.4780 0.7520 -0.0059
  76987 01 60 5a 116.601953 40.141784 34.30 -10.6429 0.7112 -0.0188
  77027 01 60 5a 116.601928 40.141786 34.30 -10.7570 0.7224 0.0111
  77067 01 60 5a 116.601903 40.141787 34.31 -10.9166 0.6905 0.0678
  77107 01 60 5a 116.601877 40.141788 34.30 -11.0085 0.6078 -0.0137
  77147 01 60 5a 116.601851 40.141789 34.31 -11.1001 0.6022 0.0069
  77187 01 60 5a 116.601825 40.141790 34.31 -11.2121 0.5828 -0.0232
  77227 01 60 5a 116.601798 40.141791 34.31 -11.3210 0.5576 -0.0039
  77267 01 60 5a 116.601772 40.141792 34.30 -11.4000 0.5176 -0.0004
  77307 01 60 5a 116.601745 40.141793 34.29 -11.4761 0.4933 -0.0087
  77347 01 60 5a 116.601718 40.141794 34.30 -11.5863 0.5353 0.0243
  77387 01 60 5a 116.601691 40.141795 34.30 -11.6848 0.5291 0.0186
  77427 01 60 5a 116.601663 40.141795 34.19 -11.7265 0.4718 0.0151
  77467 01 60 5a 116.601636 40.141796 34.19 -11.7946 0.4988 -0.0066
  77507 01 60 5a 116.601608 40.141797 34.19 -11.8488 0.5267 -0.0106
  77547 01 60 5a 116.601580 40.141798 34.19 -11.9162 0.4753 -0.0295
  77587 01 60 5a 116.601552 40.141799 34.19 -11.9647 0.4320 -0.0227
  77627 01 60 5a 116.601524 40.141800 34.30 -11.9820 0.4886 -0.0254
  77667 01 60 5a 116.601496 40.141801 34.30 -12.0073 0.5901 0.0164
  77707 01 60 5a 116.601468 40.141802 34.30 -12.0507 0.6499 0.0198
  77747 01 60 5a 116.601439 40.141803 34.19 -12.0210 0.6452 0.0002
  77787 01 60 5a 116.601411 40.141804 34.18 -12.0334 0.6901 -0.0056
  77827 01 60 5a 116.601383 40.141806 34.18 -12.0498 0.6954 -0.0053
  77867 01 60 5a 116.601355 40.141806 34.07 -12.0883 0.6961 0.0226
  77907 01 60 5a 116.601326 40.141808 34.07 -12.1866 0.7404 -0.0005
  77947 01 60 5a 116.601297 40.141809 34.07 -12.3612 0.7696 0.0314
  77987 01 60 5a 116.601268 40.141811 34.14 -12.4772 0.7702 0.0049
  78027 01 60 5a 116.601239 40.141812 34.13 -12.5861 0.7420 -0.0668
  78067 01 60 5a 116.601209 40.141814 34.14 -12.6922 0.7571 0.0447
  78107 01 60 5a 116.601179 40.141815 34.17 -12.8360 0.6401 -0.0296
  78147 01 60 5a 116.601149 40.141816 34.17 -12.9373 0.6239 0.0110
  78187 01 60 5a 116.601119 40.141817 34.16 -13.0481 0.6156 -0.0463
  78227 01 60 5a 116.601088 40.141818 34.16 -13.1446 0.6372 0.0114
  78267 01 60 5a 116.601057 40.141820 34.16 -13.2179 0.6487 -0.0102
  78307 01 60 5a 116.601026 40.141821 34.16 -13.2853 0.6651 -0.0030
  78347 01 60 5a 116.600995 40.141822 34.15 -13.2880 0.5878 -0.0170
  78387 01 60 5a 116.600964 40.141823 34.14 -13.3524 0.6072 -0.0750
  78427 01 60 5a 116.600932 40.141824 34.15 -13.3720 0.6396 -0.0091
  78467 01 60 5a 116.600901 40.141825 34.13 -13.3729 0.6358 -0.0869
  78507 01 60 5a 116.600869 40.141826 34.01 -13.4211 0.6236 -0.0245
  78547 01 60 5a 116.600838 40.141827 33.96 -13.4736 0.6030 -0.0881
  78587 01 60 5a 116.600806 40.141828 33.95 -13.5275 0.6544 -0.0428
  78627 01 60 5a 116.600774 40.141830 34.07 -13.5471 0.7621 -0.0323
  78667 01 60 5a 116.600743 40.141832 34.05 -13.5801 0.8416 -0.0225
  78707 01 60 5a 116.600711 40.141833 34.03 -13.5790 0.8504 -0.0687
  78747 01 60 5a 116.600679 40.141834 33.90 -13.6241 0.9142 -0.0726
  78787 01 60 5a 116.600647 40.141836 33.89 -13.6857 0.8703 -0.0764
  78827 01 60 5a 116.600615 40.141837 33.88 -13.7198 0.9178 -0.0496
  78867 01 60 5a 116.600583 40.141839 34.04 -13.7562 0.9199 -0.0034
  78907 01 60 5a 116.600550 40.141841 34.03 -13.7539 0.9751 -0.0130
  78947 01 60 5a 116.600518 40.141843 34.03 -13.8102 0.9956 0.0425
  78987 01 60 5a 116.600486 40.141845 33.97 -13.8342 0.9745 -0.0389
  79027 01 60 5a 116.600453 40.141846 33.96 -13.8607 0.9934 -0.0586
  79067 01 60 5a 116.600421 40.141848 33.95 -13.8395 1.0076 -0.0471
  79107 01 60 5a 116.600388 40.141850 33.95 -13.7967 1.0648 0.0164
  79147 01 60 5a 116.600356 40.141852 33.94 -13.7195 1.0816 -0.0476
  79187 01 60 5a 116.600324 40.141854 33.93 -13.6495 1.1035 -0.0357
  79227 01 60 5a 116.600292 40.141856 33.93 -13.6260 1.1012 0.0239
  79267 01 60 5a 116.600260 40.141858 33.92 -13.5519 1.0689 -0.0333
  79307 01 60 5a 116.600228 40.141860 33.96 -13.5394 1.0021 -0.0024
  79347 01 60 5a 116.600196 40.141861 33.95 -13.4942 0.9311 -0.0509
  79387 01 60 5a 116.600165 40.141863 33.95 -13.4531 0.9168 -0.0187
  79427 01 60 5a 116.600133 40.141865 33.94 -13.3573 0.8898 -0.0066
  79467 01 60 5a 116.600102 40.141866 33.82 -13.3616 0.8840 0.0021
  79507 01 60 5a 116.600071 40.141868 33.76 -13.3181 0.9184 0.0188
  79547 01 60 5a 116.600039 40.141869 33.75 -13.2334 0.9033 -0.0385
  79587 01 60 5a 116.600008 40.141871 33.75 -13.2246 0.8809 0.0093
  79627 01 60 5a 116.599977 40.141872 33.75 -13.1795 0.8646 -0.0014
  79667 01 60 5a 116.599947 40.141874 33.75 -13.1151 0.9051 -0.0258
  79707 01 60 5a 116.599916 40.141876 33.68 -13.0943 0.9191 -0.0868
  79747 01 60 5a 116.599885 40.141878 33.73 -13.0692 0.9444 0.0474
  79787 01 60 5a 116.599854 40.141879 33.73 -13.0568 0.8739 0.0579
  79827 01 60 5a 116.599824 40.141881 33.73 -13.0214 0.8479 -0.0113
  79867 01 60 5a 116.599793 40.141882 33.76 -13.0180 0.8021 -0.0499
  79907 01 60 5a 116.599763 40.141883 33.74 -13.0576 0.7306 -0.0309
  79947 01 60 5a 116.599732 40.141885 33.73 -13.0625 0.7623 -0.0303
  79987 01 60 5a 116.599701 40.141886 33.72 -13.1129 0.7512 -0.0723
  80027 01 60 5a 116.599670 40.141888 33.74 -13.1492 0.7428 -0.0405
  80067 01 60 5a 116.599640 40.141889 33.74 -13.2049 0.7196 0.0057
  80107 01 60 5a 116.599608 40.141890 33.73 -13.2550 0.7364 -0.0512
  80147 01 60 5a 116.599577 40.141892 33.72 -13.2835 0.6597 -0.0380
  80187 01 60 5a 116.599546 40.141893 33.71 -13.3494 0.6685 -0.0262
  80227 01 60 5a 116.599515 40.141894 33.70 -13.3764 0.7229 -0.0291
  80267 01 60 5a 116.599483 40.141895 33.69 -13.4242 0.6963 -0.0821
  80307 01 60 5a 116.599452 40.141897 33.68 -13.4695 0.6703 -0.0470
  80347 01 60 5a 116.599420 40.141898 33.68 -13.5272 0.6603 -0.0118
