iPhasePC GPS状态 GPS模式 GPS有效性 GPS经度 GPS纬度 GPS高度 GPS东速 GPS北速 GPS天速
  40068 01 60 5a 116.603148 40.141689 33.67 -0.0004 -0.0161 0.0135
  40108 01 60 5a 116.603148 40.141689 33.67 -0.0036 0.0047 -0.0094
  40148 01 60 5a 116.603148 40.141689 33.67 -0.0030 0.0091 -0.0171
  40188 01 60 5a 116.603148 40.141689 33.67 0.0140 -0.0125 -0.0030
  40228 01 60 5a 116.603148 40.141689 33.68 0.0028 -0.0032 0.0054
  40268 01 60 5a 116.603148 40.141689 33.68 -0.0041 -0.0074 0.0169
  40308 01 60 5a 116.603148 40.141689 33.68 -0.0156 0.0131 0.0467
  40348 01 60 5a 116.603148 40.141689 33.68 -0.0133 -0.0216 0.0104
  40388 01 60 5a 116.603148 40.141689 33.69 0.0135 0.0469 0.0608
  40428 01 60 5a 116.603148 40.141689 33.68 -0.0047 -0.0136 0.0132
  40468 01 60 5a 116.603148 40.141689 33.68 -0.0261 -0.0134 0.0110
  40508 01 60 5a 116.603148 40.141689 33.68 0.0063 0.0017 -0.0105
  40548 01 60 5a 116.603148 40.141689 33.68 -0.0038 -0.0064 0.0187
  40588 01 60 5a 116.603148 40.141689 33.68 -0.0100 -0.0195 0.0149
  40628 01 60 5a 116.603148 40.141689 33.68 -0.0059 -0.0078 -0.0065
  40668 01 60 5a 116.603148 40.141689 33.69 -0.0205 -0.0010 0.0154
  40708 01 60 5a 116.603148 40.141689 33.69 -0.0032 0.0028 -0.0082
  40748 01 60 5a 116.603148 40.141689 33.69 -0.0022 -0.0010 0.0200
  40788 01 60 5a 116.603148 40.141689 33.70 0.0085 0.0278 0.0343
  40828 01 60 5a 116.603148 40.141689 33.70 -0.0178 -0.0038 0.0265
  40868 01 60 5a 116.603148 40.141689 33.70 0.0121 -0.0230 0.0156
  40908 01 60 5a 116.603148 40.141689 33.70 0.0016 -0.0099 0.0139
  40948 01 60 5a 116.603148 40.141689 33.70 -0.0023 -0.0195 -0.0172
  40988 01 60 5a 116.603148 40.141690 33.70 0.0150 -0.0016 0.0087
  41028 01 60 5a 116.603148 40.141690 33.70 0.0046 0.0014 0.0124
  41068 01 60 5a 116.603148 40.141689 33.63 -0.0163 -0.0141 -0.0062
  41108 01 60 5a 116.603149 40.141689 33.63 -0.0011 -0.0032 -0.0032
  41148 01 60 5a 116.603149 40.141689 33.63 -0.0024 0.0067 -0.0077
  41188 01 60 5a 116.603149 40.141690 33.64 -0.0025 0.0137 -0.0152
  41228 01 60 5a 116.603149 40.141690 33.64 -0.0071 -0.0053 -0.0252
  41268 01 60 5a 116.603149 40.141690 33.72 -0.0007 -0.0018 -0.0043
  41308 01 60 5a 116.603149 40.141690 33.72 -0.0075 -0.0278 -0.0256
  41348 01 60 5a 116.603149 40.141690 33.73 -0.0042 0.0171 0.0175
  41388 01 60 5a 116.603149 40.141690 33.73 0.0000 0.0196 0.0247
  41428 01 60 5a 116.603149 40.141690 33.73 -0.0039 0.0093 -0.0066
  41468 01 60 5a 116.603149 40.141690 33.73 -0.0044 0.0001 -0.0195
  41508 01 60 5a 116.603149 40.141690 33.73 0.0018 -0.0192 -0.0106
  41548 01 60 5a 116.603149 40.141690 33.73 -0.0030 -0.0135 0.0033
  41588 01 60 5a 116.603149 40.141690 33.66 0.0235 0.0410 0.0434
  41628 01 60 5a 116.603149 40.141690 33.66 0.0136 0.0046 0.0073
  41668 01 60 5a 116.603149 40.141690 33.66 0.0140 0.0005 0.0065
  41708 01 60 5a 116.603149 40.141690 33.66 -0.0058 0.0138 0.0271
  41748 01 60 5a 116.603149 40.141690 33.65 0.0003 0.0046 -0.0149
  41788 01 60 5a 116.603149 40.141690 33.65 -0.0124 -0.0308 0.0058
  41828 01 60 5a 116.603149 40.141690 33.72 -0.0142 -0.0278 -0.0254
  41868 01 60 5a 116.603149 40.141690 33.73 -0.0135 0.0070 -0.0074
  41908 01 60 5a 116.603149 40.141690 33.73 0.0061 0.0152 -0.0166
  41948 01 60 5a 116.603149 40.141690 33.73 0.0018 -0.0086 -0.0247
  41988 01 60 5a 116.603149 40.141690 33.73 0.0015 -0.0212 -0.0141
  42028 01 60 5a 116.603149 40.141690 33.67 -0.0051 -0.0180 0.0128
  42068 01 60 5a 116.603149 40.141690 33.60 0.0062 0.0254 0.0413
  42108 01 60 5a 116.603149 40.141690 33.59 -0.0097 -0.0287 -0.0282
  42148 01 60 5a 116.603149 40.141690 33.59 -0.0015 0.0041 0.0050
  42188 01 60 5a 116.603149 40.141690 33.61 0.0063 0.0169 0.0087
  42228 01 60 5a 116.603149 40.141690 33.61 -0.0062 -0.0386 -0.0207
  42268 01 60 5a 116.603149 40.141690 33.61 0.0082 -0.0108 -0.0090
  42308 01 60 5a 116.603149 40.141690 33.64 -0.0070 -0.0111 0.0548
  42348 01 60 5a 116.603149 40.141690 33.64 -0.0037 0.0097 0.0172
  42388 01 60 5a 116.603149 40.141690 33.64 -0.0004 0.0405 0.0413
  42428 01 60 5a 116.603149 40.141690 33.61 -0.0146 0.0044 -0.0227
  42468 01 60 5a 116.603149 40.141690 33.61 0.0006 -0.0301 -0.0085
  42508 01 60 5a 116.603149 40.141690 33.59 -0.0017 0.0045 -0.0315
  42548 01 60 5a 116.603149 40.141690 33.60 -0.0073 0.0135 0.0026
  42588 01 60 5a 116.603149 40.141690 33.60 -0.0046 0.0081 0.0318
  42628 01 60 5a 116.603149 40.141690 33.60 0.0142 0.0295 -0.0146
  42668 01 60 5a 116.603149 40.141690 33.60 -0.0060 0.0050 0.0211
  42708 01 60 5a 116.603149 40.141690 33.61 0.0000 -0.0001 0.0154
  42748 01 60 5a 116.603149 40.141690 33.61 0.0000 0.0075 0.0278
  42788 01 60 5a 116.603149 40.141690 33.62 -0.0134 -0.0188 0.0226
  42828 01 60 5a 116.603149 40.141690 33.62 0.0010 0.0079 0.0177
  42868 01 60 5a 116.603149 40.141690 33.63 0.0040 -0.0073 0.0281
  42908 01 60 5a 116.603149 40.141690 33.63 0.0014 0.0054 0.0010
  42948 01 60 5a 116.603149 40.141690 33.64 -0.0008 -0.0037 -0.0051
  42988 01 60 5a 116.603149 40.141690 33.64 0.0083 -0.0203 0.0246
  43028 01 60 5a 116.603149 40.141690 33.64 0.0024 -0.0101 -0.0088
  43068 01 60 5a 116.603149 40.141691 33.68 -0.0025 -0.0030 -0.0131
  43108 01 60 5a 116.603149 40.141691 33.69 -0.0170 -0.0173 0.0141
  43148 01 60 5a 116.603149 40.141691 33.69 -0.0237 -0.0087 0.0032
  43188 01 60 5a 116.603149 40.141691 33.69 -0.0032 0.0104 0.0050
  43228 01 60 5a 116.603149 40.141691 33.68 -0.0036 -0.0033 0.0197
  43268 01 60 5a 116.603149 40.141691 33.68 0.0037 -0.0033 0.0124
  43308 01 60 5a 116.603149 40.141691 33.68 -0.0098 0.0069 0.0094
  43348 01 60 5a 116.603149 40.141691 33.68 -0.0099 -0.0160 0.0395
  43388 01 60 5a 116.603149 40.141691 33.68 0.0011 0.0207 0.0035
  43428 01 60 5a 116.603149 40.141691 33.69 -0.0095 -0.0029 -0.0068
  43468 01 60 5a 116.603149 40.141691 33.69 0.0026 -0.0127 0.0207
  43508 01 60 5a 116.603149 40.141691 33.69 -0.0118 -0.0007 0.0262
  43548 01 60 5a 116.603149 40.141691 33.68 0.0057 0.0060 -0.0118
  43588 01 60 5a 116.603149 40.141691 33.69 -0.0166 -0.0078 -0.0195
  43628 01 60 5a 116.603149 40.141691 33.69 0.0190 -0.0011 0.0048
  43668 01 60 5a 116.603149 40.141691 33.70 0.0149 0.0114 0.0262
  43708 01 60 5a 116.603149 40.141691 33.70 -0.0128 0.0082 0.0073
  43748 01 60 5a 116.603149 40.141691 33.71 -0.0130 0.0128 0.0198
  43788 01 60 5a 116.603149 40.141691 33.70 -0.0141 -0.0190 -0.0052
  43828 01 60 5a 116.603149 40.141691 33.70 -0.0026 -0.0253 0.0056
  43868 01 60 5a 116.603149 40.141691 33.70 -0.0041 0.0193 0.0533
  43908 01 60 5a 116.603149 40.141691 33.70 -0.0008 0.0091 0.0053
  43948 01 60 5a 116.603149 40.141691 33.72 0.0054 0.0236 0.0482
  43988 01 60 5a 116.603149 40.141691 33.71 -0.0055 0.0046 -0.0008
  44028 01 60 5a 116.603149 40.141691 33.72 -0.0164 -0.0129 0.0174
  44068 01 60 5a 116.603149 40.141691 33.71 -0.0142 -0.0382 -0.0093
  44108 01 60 5a 116.603149 40.141691 33.71 -0.0075 0.0126 -0.0049
  44148 01 60 5a 116.603149 40.141691 33.71 0.0007 0.0120 -0.0203
  44188 01 60 5a 116.603149 40.141691 33.71 0.0097 -0.0369 -0.0466
  44228 01 60 5a 116.603149 40.141691 33.71 0.0047 -0.0070 0.0216
  44268 01 60 5a 116.603149 40.141691 33.71 -0.0079 -0.0488 -0.0109
  44308 01 60 5a 116.603149 40.141691 33.71 -0.0069 -0.0325 -0.0141
  44348 01 60 5a 116.603149 40.141691 33.72 -0.0117 -0.0137 0.0109
  44388 01 60 5a 116.603149 40.141691 33.70 0.0100 -0.0115 0.0609
  44428 01 60 5a 116.603149 40.141691 33.70 0.0011 -0.0056 0.0175
  44468 01 60 5a 116.603149 40.141690 33.70 0.0032 -0.0053 -0.0053
  44508 01 60 5a 116.603149 40.141691 33.71 -0.0002 -0.0051 0.0175
  44548 01 60 5a 116.603149 40.141691 33.71 0.0091 -0.0032 -0.0431
  44588 01 60 5a 116.603149 40.141691 33.71 0.0065 -0.0008 0.0172
  44628 01 60 5a 116.603149 40.141690 33.70 -0.0147 -0.0118 0.0154
  44668 01 60 5a 116.603149 40.141690 33.70 -0.0153 -0.0069 -0.0150
  44708 01 60 5a 116.603149 40.141690 33.71 -0.0084 -0.0034 -0.0095
  44748 01 60 5a 116.603149 40.141690 33.72 -0.0191 -0.0123 -0.0011
  44788 01 60 5a 116.603149 40.141690 33.72 -0.0094 0.0030 -0.0330
  44828 01 60 5a 116.603149 40.141690 33.73 -0.0034 -0.0197 0.0056
  44868 01 60 5a 116.603149 40.141690 33.73 -0.0118 -0.0134 0.0027
  44908 01 60 5a 116.603149 40.141690 33.75 -0.0161 -0.0192 0.0179
  44948 01 60 5a 116.603149 40.141690 33.76 0.0042 0.0057 0.0247
  44988 01 60 5a 116.603149 40.141690 33.76 0.0110 0.0021 0.0317
  45028 01 60 5a 116.603149 40.141690 33.76 -0.0020 -0.0180 0.0002
  45068 01 60 5a 116.603149 40.141691 33.79 -0.0141 0.0099 0.0038
  45108 01 60 5a 116.603149 40.141691 33.80 0.0031 0.0181 0.0055
  45148 01 60 5a 116.603149 40.141691 33.79 -0.0093 0.0011 0.0174
  45188 01 60 5a 116.603149 40.141691 33.79 0.0091 -0.0024 -0.0049
  45228 01 60 5a 116.603149 40.141691 33.80 0.0161 0.0119 -0.0044
  45268 01 60 5a 116.603149 40.141690 33.76 -0.0039 -0.0002 0.0314
  45308 01 60 5a 116.603149 40.141690 33.77 0.0181 0.0068 0.0065
  45348 01 60 5a 116.603149 40.141690 33.77 0.0032 -0.0042 0.0070
  45388 01 60 5a 116.603149 40.141691 33.81 0.0029 0.0172 0.0137
  45428 01 60 5a 116.603149 40.141691 33.82 -0.0091 -0.0430 0.0177
  45468 01 60 5a 116.603149 40.141691 33.81 -0.0021 0.0102 -0.0156
  45508 01 60 5a 116.603149 40.141691 33.82 -0.0073 -0.0055 -0.0009
  45548 01 60 5a 116.603149 40.141691 33.82 -0.0139 -0.0075 0.0163
  45588 01 60 5a 116.603149 40.141691 33.86 0.0184 0.0060 -0.0024
  45628 01 60 5a 116.603149 40.141691 33.87 0.0092 -0.0065 -0.0096
  45668 01 60 5a 116.603149 40.141691 33.87 -0.0076 0.0073 0.0062
  45708 01 60 5a 116.603149 40.141691 33.83 0.0092 0.0051 0.0467
  45748 01 60 5a 116.603149 40.141691 33.84 0.0077 0.0089 0.0383
  45788 01 60 5a 116.603149 40.141691 33.80 0.0060 0.0040 0.0022
  45828 01 60 5a 116.603149 40.141691 33.80 0.0102 0.0227 0.0068
  45868 01 60 5a 116.603149 40.141691 33.81 0.0039 -0.0272 0.0034
  45908 01 60 5a 116.603149 40.141691 33.82 0.0019 0.0292 0.0236
  45948 01 60 5a 116.603149 40.141690 33.80 -0.0101 -0.0242 0.0467
  45988 01 60 5a 116.603149 40.141690 33.80 -0.0095 -0.0265 0.0139
  46028 01 60 5a 116.603149 40.141691 33.83 0.0096 0.0214 0.0473
  46068 01 60 5a 116.603149 40.141691 33.83 0.0010 -0.0034 -0.0018
  46108 01 60 5a 116.603149 40.141691 33.84 -0.0024 -0.0079 -0.0502
  46148 01 60 5a 116.603150 40.141690 33.83 -0.0052 -0.0153 -0.0284
  46188 01 60 5a 116.603150 40.141691 33.84 0.0105 0.0244 0.0418
  46228 01 60 5a 116.603150 40.141691 33.84 0.0190 0.0248 0.0400
  46268 01 60 5a 116.603150 40.141690 33.84 -0.0033 -0.0069 -0.0172
  46308 01 60 5a 116.603150 40.141690 33.84 0.0101 -0.0048 -0.0104
  46348 01 60 5a 116.603150 40.141690 33.84 0.0060 0.0059 0.0322
  46388 01 60 5a 116.603150 40.141690 33.84 0.0070 0.0005 -0.0245
  46428 01 60 5a 116.603150 40.141690 33.84 -0.0054 -0.0234 -0.0119
  46468 01 60 5a 116.603150 40.141690 33.83 0.0110 -0.0116 -0.0199
  46508 01 60 5a 116.603150 40.141690 33.83 -0.0243 -0.0509 -0.0386
  46548 01 60 5a 116.603149 40.141691 33.88 -0.0214 -0.0596 -0.0502
  46588 01 60 5a 116.603149 40.141691 33.88 0.0001 -0.0089 -0.0116
  46628 01 60 5a 116.603149 40.141691 33.87 -0.0008 -0.0028 0.0107
  46668 01 60 5a 116.603149 40.141691 33.90 0.0000 0.0197 0.0308
  46708 01 60 5a 116.603149 40.141691 33.90 0.0033 -0.0024 0.0093
  46748 01 60 5a 116.603149 40.141691 33.90 -0.0094 -0.0037 0.0284
  46788 01 60 5a 116.603149 40.141691 33.90 -0.0112 0.0129 -0.0154
  46828 01 60 5a 116.603149 40.141691 33.91 0.0012 0.0206 -0.0190
  46868 01 60 5a 116.603149 40.141691 33.92 0.0036 -0.0013 -0.0281
  46908 01 60 5a 116.603149 40.141691 33.90 0.0066 0.0243 0.0612
  46948 01 60 5a 116.603149 40.141691 33.91 0.0025 0.0236 0.0283
  46988 01 60 5a 116.603149 40.141691 33.88 -0.0111 -0.0395 -0.0197
  47028 01 60 5a 116.603149 40.141691 33.89 -0.0005 0.0154 0.0026
  47068 01 60 5a 116.603149 40.141691 33.89 0.0062 0.0042 0.0144
  47108 01 60 5a 116.603149 40.141691 33.89 -0.0216 -0.0396 -0.0123
  47148 01 60 5a 116.603149 40.141691 33.90 0.0072 0.0049 0.0114
  47188 01 60 5a 116.603149 40.141691 33.90 0.0084 0.0190 0.0077
  47228 01 60 5a 116.603149 40.141691 33.90 -0.0101 -0.0029 -0.0020
  47268 01 60 5a 116.603149 40.141691 33.91 0.0041 0.0151 0.0040
  47308 01 60 5a 116.603149 40.141691 33.91 -0.0154 -0.0254 -0.0233
  47348 01 60 5a 116.603149 40.141691 33.92 0.0148 0.0081 -0.0009
  47388 01 60 5a 116.603149 40.141691 33.93 -0.0013 -0.0020 -0.0017
  47428 01 60 5a 116.603149 40.141691 33.94 0.0071 -0.0009 -0.0274
  47468 01 60 5a 116.603149 40.141691 33.95 -0.0081 -0.0250 -0.0084
  47508 01 60 5a 116.603149 40.141691 33.95 -0.0003 0.0204 0.0350
  47548 01 60 5a 116.603149 40.141691 33.96 0.0019 0.0077 0.0048
  47588 01 60 5a 116.603149 40.141691 33.96 0.0014 0.0186 0.0013
  47628 01 60 5a 116.603149 40.141691 33.97 0.0063 0.0117 -0.0024
  47668 01 60 5a 116.603149 40.141691 33.98 -0.0043 0.0056 0.0329
  47708 01 60 5a 116.603149 40.141691 34.00 -0.0079 -0.0061 0.0055
  47748 01 60 5a 116.603149 40.141691 34.01 0.0125 -0.0074 0.0060
  47788 01 60 5a 116.603149 40.141691 34.02 -0.0007 -0.0039 0.0023
  47828 01 60 5a 116.603149 40.141691 34.02 -0.0127 -0.0256 -0.0309
  47868 01 60 5a 116.603149 40.141691 34.03 0.0050 0.0182 -0.0380
  47908 01 60 5a 116.603149 40.141691 34.03 -0.0069 -0.0024 0.0002
  47948 01 60 5a 116.603149 40.141691 34.03 0.0043 -0.0125 -0.0058
  47988 01 60 5a 116.603149 40.141691 34.03 -0.0064 0.0029 -0.0214
  48028 01 60 5a 116.603149 40.141691 34.05 0.0174 0.0186 0.0067
  48068 01 60 5a 116.603149 40.141691 34.05 -0.0048 0.0064 0.0422
  48108 01 60 5a 116.603149 40.141691 34.06 0.0086 0.0284 0.0438
  48148 01 60 5a 116.603149 40.141691 34.06 -0.0086 -0.0188 0.0103
  48188 01 60 5a 116.603149 40.141691 34.07 -0.0120 -0.0188 -0.0033
  48228 01 60 5a 116.603149 40.141691 34.08 0.0051 -0.0136 -0.0032
  48268 01 60 5a 116.603149 40.141691 34.08 -0.0133 -0.0138 -0.0238
  48308 01 60 5a 116.603149 40.141691 34.09 -0.0030 -0.0033 0.0302
  48348 01 60 5a 116.603149 40.141691 34.09 -0.0043 -0.0042 0.0031
  48388 01 60 5a 116.603149 40.141691 34.09 -0.0137 -0.0377 0.0324
  48428 01 60 5a 116.603149 40.141691 34.09 -0.0234 -0.0068 -0.0184
  48468 01 60 5a 116.603149 40.141691 34.09 0.0084 -0.0041 -0.0085
  48508 01 60 5a 116.603149 40.141691 34.09 0.0015 0.0167 -0.0207
  48548 01 60 5a 116.603149 40.141691 34.10 -0.0085 0.0012 0.0208
  48588 01 60 5a 116.603149 40.141692 34.12 -0.0074 0.0154 0.0382
  48628 01 60 5a 116.603149 40.141692 34.13 -0.0092 -0.0063 0.0062
  48668 01 60 5a 116.603149 40.141691 34.13 -0.0097 -0.0122 0.0238
  48708 01 60 5a 116.603149 40.141691 34.03 0.0109 -0.0140 0.0058
  48748 01 60 5a 116.603149 40.141691 34.03 0.0003 0.0106 -0.0058
  48788 01 60 5a 116.603149 40.141691 34.04 -0.0049 -0.0117 0.0085
  48828 01 60 5a 116.603149 40.141691 34.04 0.0024 -0.0102 0.0171
  48868 01 60 5a 116.603149 40.141691 34.05 0.0060 -0.0195 0.0144
  48908 01 60 5a 116.603149 40.141691 34.16 0.0049 -0.0050 -0.0022
  48948 01 60 5a 116.603149 40.141691 34.16 -0.0070 0.0012 0.0337
  48988 01 60 5a 116.603149 40.141691 34.16 -0.0004 -0.0116 0.0109
  49028 01 60 5a 116.603149 40.141692 34.16 0.0004 0.0152 0.0136
  49068 01 60 5a 116.603149 40.141692 34.16 0.0004 0.0011 0.0014
  49108 01 60 5a 116.603149 40.141692 34.16 0.0031 -0.0169 -0.0049
  49148 01 60 5a 116.603149 40.141692 34.15 0.0090 -0.0131 -0.0123
  49188 01 60 5a 116.603149 40.141692 34.16 0.0118 -0.0071 0.0513
  49228 01 60 5a 116.603149 40.141692 34.15 0.0024 0.0107 0.0233
  49268 01 60 5a 116.603149 40.141691 34.06 0.0020 0.0120 -0.0097
  49308 01 60 5a 116.603149 40.141691 34.06 0.0063 0.0084 -0.0044
  49348 01 60 5a 116.603149 40.141692 34.15 0.0012 -0.0156 -0.0322
  49388 01 60 5a 116.603149 40.141692 34.15 0.0063 0.0100 -0.0127
  49428 01 60 5a 116.603149 40.141692 34.15 -0.0094 -0.0074 -0.0378
  49468 01 60 5a 116.603149 40.141691 34.15 -0.0006 -0.0174 0.0243
  49508 01 60 5a 116.603149 40.141692 34.15 0.0048 -0.0129 0.0065
  49548 01 60 5a 116.603149 40.141692 34.15 -0.0017 0.0008 0.0080
  49588 01 60 5a 116.603149 40.141692 34.15 -0.0177 -0.0274 0.0067
  49628 01 60 5a 116.603149 40.141692 34.15 0.0026 -0.0034 -0.0111
  49668 01 60 5a 116.603149 40.141692 34.15 -0.0013 0.0023 0.0038
  49708 01 60 5a 116.603149 40.141692 34.14 -0.0076 -0.0097 0.0030
  49748 01 60 5a 116.603149 40.141692 34.14 0.0111 0.0130 -0.0062
  49788 01 60 5a 116.603149 40.141692 34.15 -0.0026 0.0097 0.0329
  49828 01 60 5a 116.603149 40.141692 34.14 -0.0081 0.0112 -0.0057
  49868 01 60 5a 116.603149 40.141692 34.15 0.0051 -0.0087 0.0333
  49908 01 60 5a 116.603149 40.141692 34.15 -0.0040 0.0047 -0.0085
  49948 01 60 5a 116.603149 40.141692 34.15 -0.0090 -0.0081 0.0071
  49988 01 60 5a 116.603149 40.141692 34.16 -0.0077 0.0139 0.0443
  50028 01 60 5a 116.603149 40.141692 34.16 -0.0086 -0.0134 0.0420
  50068 01 60 5a 116.603149 40.141692 34.15 -0.0022 -0.0171 0.0006
  50108 01 60 5a 116.603149 40.141692 34.15 -0.0005 0.0050 0.0176
  50148 01 60 5a 116.603149 40.141692 34.15 -0.0103 0.0120 0.0223
  50188 01 60 5a 116.603150 40.141692 34.16 0.0066 -0.0059 0.0137
  50228 01 60 5a 116.603150 40.141692 34.16 -0.0005 -0.0211 0.0013
  50268 01 60 5a 116.603149 40.141692 34.17 0.0064 -0.0107 0.0023
  50308 01 60 5a 116.603149 40.141692 34.17 -0.0021 0.0070 0.0178
  50348 01 60 5a 116.603149 40.141692 34.17 -0.0068 -0.0034 -0.0067
  50388 01 60 5a 116.603149 40.141692 34.17 -0.0119 -0.0045 0.0032
  50428 01 60 5a 116.603149 40.141692 34.17 0.0012 0.0212 0.0066
  50468 01 60 5a 116.603149 40.141692 34.17 0.0061 -0.0022 0.0130
  50508 01 60 5a 116.603149 40.141692 34.17 0.0086 -0.0049 0.0012
  50548 01 60 5a 116.603149 40.141692 34.17 -0.0042 -0.0032 0.0252
  50588 01 60 5a 116.603149 40.141692 34.17 -0.0062 -0.0120 0.0081
  50628 01 60 5a 116.603149 40.141692 34.18 0.0075 0.0044 -0.0075
  50668 01 60 5a 116.603149 40.141692 34.18 0.0172 0.0170 0.0098
  50708 01 60 5a 116.603149 40.141692 34.19 0.0030 0.0000 -0.0103
  50748 01 60 5a 116.603149 40.141692 34.19 -0.0057 -0.0046 -0.0028
  50788 01 60 5a 116.603149 40.141692 34.19 -0.0012 -0.0143 0.0004
  50828 01 60 5a 116.603149 40.141692 34.20 -0.0131 -0.0116 0.0379
  50868 01 60 5a 116.603149 40.141692 34.19 -0.0225 -0.0127 0.0096
  50908 01 60 5a 116.603149 40.141692 34.20 0.0071 0.0112 0.0073
  50948 01 60 5a 116.603149 40.141692 34.20 0.0029 0.0078 0.0211
  50988 01 60 5a 116.603149 40.141692 34.20 -0.0005 0.0011 0.0143
  51028 01 60 5a 116.603149 40.141692 34.20 -0.0060 0.0079 -0.0023
  51068 01 60 5a 116.603149 40.141692 34.20 -0.0205 -0.0181 0.0068
  51108 01 60 5a 116.603149 40.141692 34.20 0.0011 -0.0085 0.0275
  51148 01 60 5a 116.603149 40.141692 34.20 0.0021 -0.0191 0.0310
  51188 01 60 5a 116.603149 40.141692 34.20 0.0024 -0.0110 0.0102
  51228 01 60 5a 116.603149 40.141692 34.20 0.0094 0.0110 0.0066
  51268 01 60 5a 116.603149 40.141692 34.21 -0.0052 -0.0174 -0.0137
  51308 01 60 5a 116.603149 40.141692 34.21 0.0060 0.0025 0.0015
  51348 01 60 5a 116.603149 40.141692 34.21 -0.0053 0.0039 -0.0148
  51388 01 60 5a 116.603149 40.141692 34.22 0.0139 -0.0036 -0.0012
  51428 01 60 5a 116.603149 40.141692 34.23 0.0032 -0.0067 0.0054
  51468 01 60 5a 116.603149 40.141692 34.22 0.0041 -0.0123 -0.0397
  51508 01 60 5a 116.603149 40.141692 34.22 0.0001 -0.0046 -0.0085
  51548 01 60 5a 116.603149 40.141692 34.22 -0.0056 -0.0158 -0.0078
  51588 01 60 5a 116.603149 40.141692 34.22 0.0045 -0.0027 0.0107
  51628 01 60 5a 116.603149 40.141692 34.23 -0.0041 0.0185 0.0287
  51668 01 60 5a 116.603149 40.141692 34.22 -0.0073 0.0142 0.0331
  51708 01 60 5a 116.603149 40.141692 34.22 0.0011 -0.0022 0.0227
  51748 01 60 5a 116.603149 40.141692 34.22 -0.0010 -0.0174 0.0197
  51788 01 60 5a 116.603149 40.141692 34.22 0.0062 0.0320 0.0286
  51828 01 60 5a 116.603149 40.141692 34.22 0.0010 0.0111 0.0236
  51868 01 60 5a 116.603149 40.141692 34.22 0.0063 -0.0088 0.0066
  51908 01 60 5a 116.603149 40.141692 34.22 -0.0038 -0.0168 0.0025
  51948 01 60 5a 116.603149 40.141692 34.22 -0.0059 -0.0288 0.0021
  51988 01 60 5a 116.603149 40.141692 34.21 0.0011 -0.0108 -0.0034
  52028 01 60 5a 116.603149 40.141692 34.21 0.0017 0.0080 -0.0343
  52068 01 60 5a 116.603149 40.141692 34.22 -0.0001 -0.0087 0.0267
  52108 01 60 5a 116.603149 40.141692 34.22 0.0050 0.0057 0.0009
  52148 01 60 5a 116.603149 40.141692 34.22 0.0047 -0.0087 -0.0085
  52188 01 60 5a 116.603149 40.141692 34.22 0.0079 0.0064 0.0256
  52228 01 60 5a 116.603149 40.141692 34.21 -0.0012 -0.0029 -0.0304
  52268 01 60 5a 116.603149 40.141692 34.22 0.0147 0.0225 0.0293
  52308 01 60 5a 116.603149 40.141692 34.22 0.0028 -0.0063 0.0019
  52348 01 60 5a 116.603149 40.141692 34.22 -0.0041 -0.0048 -0.0338
  52388 01 60 5a 116.603149 40.141692 34.22 0.0024 -0.0066 -0.0133
  52428 01 60 5a 116.603149 40.141692 34.22 0.0189 0.0111 -0.0167
  52468 01 60 5a 116.603149 40.141692 34.23 0.0051 0.0211 0.0186
  52508 01 60 5a 116.603149 40.141692 34.23 0.0081 0.0052 -0.0036
  52548 01 60 5a 116.603149 40.141692 34.24 -0.0038 0.0011 0.0325
  52588 01 60 5a 116.603149 40.141692 34.24 0.0004 -0.0252 0.0133
  52628 01 60 5a 116.603149 40.141692 34.24 0.0101 -0.0091 -0.0204
  52668 01 60 5a 116.603149 40.141692 34.24 0.0031 0.0130 0.0195
  52708 01 60 5a 116.603149 40.141692 34.25 0.0090 0.0126 0.0333
  52748 01 60 5a 116.603149 40.141692 34.24 -0.0009 0.0032 -0.0135
  52788 01 60 5a 116.603149 40.141692 34.24 0.0000 -0.0070 0.0049
  52828 01 60 5a 116.603149 40.141692 34.24 -0.0020 0.0149 0.0011
  52868 01 60 5a 116.603149 40.141692 34.24 -0.0033 -0.0086 -0.0078
  52908 01 60 5a 116.603149 40.141692 34.24 0.0167 0.0254 0.0225
  52948 01 60 5a 116.603149 40.141692 34.25 -0.0060 0.0025 0.0083
  52988 01 60 5a 116.603149 40.141692 34.25 -0.0198 -0.0402 0.0178
  53028 01 60 5a 116.603149 40.141692 34.26 0.0000 -0.0114 0.0383
  53068 01 60 5a 116.603149 40.141692 34.26 0.0048 -0.0100 0.0389
  53108 01 60 5a 116.603149 40.141692 34.26 0.0020 -0.0041 0.0132
  53148 01 60 5a 116.603149 40.141692 34.26 -0.0038 -0.0137 -0.0109
  53188 01 60 5a 116.603149 40.141692 34.26 0.0058 -0.0138 0.0173
  53228 01 60 5a 116.603149 40.141692 34.27 -0.0028 -0.0066 0.0518
  53268 01 60 5a 116.603149 40.141692 34.28 -0.0098 0.0019 0.0448
  53308 01 60 5a 116.603149 40.141692 34.27 -0.0019 -0.0145 -0.0290
  53348 01 60 5a 116.603149 40.141692 34.28 -0.0016 -0.0010 0.0165
  53388 01 60 5a 116.603149 40.141692 34.29 -0.0093 -0.0220 0.0099
  53428 01 60 5a 116.603149 40.141692 34.29 0.0021 0.0005 0.0169
  53468 01 60 5a 116.603149 40.141692 34.29 0.0034 -0.0041 -0.0142
